batter_id,batter_trackman_id,exact_game_count,row_count,second_tm_id,second_exact_games,margin,ratio,left_consistency,right_consistency,hand_match_rate,n_candidates,mapping_confidence,mapping_confidence_bucket,mapping_selected_loose,mapping_selected_medium,mapping_selected_strict
22443,62895,383,6071,,0,383,383.0,1.0,1.0,1.0,1,5.950642552587727,very_high,True,True,True
23578,68743,378,6534,,0,378,378.0,1.0,0.9973614775725593,1.0,1,5.921869882641575,very_high,True,True,True
22182,79456,375,3996,,0,375,375.0,1.0,1.0,1.0,1,5.929589143389895,very_high,True,True,True
23476,68050,375,6340,,0,375,375.0,1.0,1.0,1.0,1,5.929589143389895,very_high,True,True,True
22727,64004,366,4659,,0,366,366.0,1.0,1.0,1.0,1,5.905361848054571,very_high,True,True,True
22632,63963,360,5944,,0,360,360.0,1.0,0.997229916897507,1.0,1,5.872565277007859,very_high,True,True,True
23282,67341,355,5998,,0,355,355.0,1.0,1.0,1.0,1,5.87493073085203,very_high,True,True,True
22693,64153,352,5556,,0,352,352.0,1.0,1.0,1.0,1,5.8664680569332965,very_high,True,True,True
21834,76802,350,3920,,0,350,350.0,1.0,1.0,1.0,1,5.860786223465865,very_high,True,True,True
23901,50854,350,5628,,0,350,350.0,1.0,1.0,1.0,1,5.860786223465865,very_high,True,True,True
22605,62931,349,4909,,0,349,349.0,1.0,1.0,1.0,1,5.857933154483459,very_high,True,True,True
23639,69102,345,5389,,0,345,345.0,1.0,1.0,1.0,1,5.846438775057725,very_high,True,True,True
22269,60523,338,5017,,0,338,338.0,1.0,1.0,1.0,1,5.82600010738045,very_high,True,True,True
21737,75566,336,4983,,0,336,336.0,1.0,1.0,1.0,1,5.820082930352362,very_high,True,True,True
22725,64006,329,4752,,0,329,329.0,1.0,1.0,1.0,1,5.799092654460526,very_high,True,True,True
22500,78168,328,4958,,0,328,328.0,1.0,1.0,1.0,1,5.796057750765372,very_high,True,True,True
23687,628336,328,5088,,0,328,328.0,1.0,1.0,1.0,1,5.796057750765372,very_high,True,True,True
21616,74206,326,4253,,0,326,326.0,1.0,1.0,1.0,1,5.7899601708972535,very_high,True,True,True
22245,60558,322,3527,,0,322,322.0,1.0,1.0,1.0,1,5.777652323222656,very_high,True,True,True
21968,77564,320,4258,,0,320,320.0,1.0,1.0,1.0,1,5.771441123130016,very_high,True,True,True
23113,64868,320,4669,,0,320,320.0,1.0,0.9968847352024922,1.0,1,5.75346155576824,very_high,True,True,True
23875,50458,315,4161,64610.0,1,314,315.0,0.9968354430379747,1.0,1.0,2,5.737527839493283,very_high,True,True,True
23465,68525,313,4430,,0,313,313.0,1.0,1.0,1.0,1,5.749392985908253,very_high,True,True,True
22468,63123,311,4323,,0,311,311.0,1.0,1.0,1.0,1,5.7430031878094825,very_high,True,True,True
23319,67893,308,4813,,0,308,308.0,1.0,1.0,1.0,1,5.733341276897746,very_high,True,True,True
22736,65357,306,4605,,0,306,306.0,1.0,1.0,1.0,1,5.726847747587197,very_high,True,True,True
21398,73113,305,3871,,0,305,305.0,1.0,1.0,1.0,1,5.723585101952381,very_high,True,True,True
21996,78135,296,4163,,0,296,296.0,1.0,1.0,1.0,1,5.6937321388027,very_high,True,True,True
22315,61404,289,3837,,0,289,289.0,1.0,1.0,1.0,1,5.66988092298052,very_high,True,True,True
21170,71837,274,3202,,0,274,274.0,1.0,1.0,1.0,1,5.616771097666572,very_high,True,True,True
23318,62802,272,3201,,0,272,272.0,1.0,1.0,1.0,1,5.60947179518496,very_high,True,True,True
23040,64984,269,3270,,0,269,269.0,1.0,1.0,1.0,1,5.598421958998375,very_high,True,True,True
21831,76812,267,2976,,0,267,267.0,1.0,1.0,1.0,1,5.5909869805108565,very_high,True,True,True
23646,64646,263,4301,,0,263,263.0,1.0,1.0,1.0,1,5.575949103146316,very_high,True,True,True
21520,74163,255,4235,,0,255,255.0,1.0,1.0,1.0,1,5.545177444479562,very_high,True,True,True
24075,51907,255,3737,,0,255,255.0,1.0,1.0,1.0,1,5.545177444479562,very_high,True,True,True
22106,79150,253,2802,,0,253,253.0,1.0,1.0,1.0,1,5.537334267018537,very_high,True,True,True
22610,62947,252,4131,,0,252,252.0,1.0,1.0,1.0,1,5.53338948872752,very_high,True,True,True
22612,62934,250,3006,63963.0,1,249,250.0,0.9960159362549801,1.0,1.0,2,5.5034391824021744,very_high,True,True,True
22739,64504,249,2838,,0,249,249.0,1.0,1.0,1.0,1,5.521460917862246,very_high,True,True,True
23433,68119,248,3490,,0,248,248.0,1.0,1.0,1.0,1,5.517452896464707,very_high,True,True,True
23413,592692,247,4336,,0,247,247.0,1.0,1.0,1.0,1,5.5134287461649825,very_high,True,True,True
21286,72443,246,4303,,0,246,246.0,1.0,1.0,1.0,1,5.5093883366279774,very_high,True,True,True
22429,62234,246,3401,,0,246,246.0,1.0,1.0,1.0,1,5.5093883366279774,very_high,True,True,True
21837,76849,245,3630,68743.0,1,244,245.0,0.9959349593495935,1.0,1.0,2,5.482952139444833,very_high,True,True,True
24087,51344,242,3992,,0,242,242.0,1.0,1.0,1.0,1,5.493061443340548,very_high,True,True,True
22038,78756,241,2828,,0,241,241.0,1.0,1.0,1.0,1,5.488937726156687,very_high,True,True,True
24144,425783,241,4007,,0,241,241.0,1.0,1.0,1.0,1,5.488937726156687,very_high,True,True,True
22732,64007,239,2645,,0,239,239.0,1.0,1.0,1.0,1,5.480638923341991,very_high,True,True,True
23720,69453,238,2959,,0,238,238.0,1.0,1.0,1.0,1,5.476463551931511,very_high,True,True,True
22323,61353,235,2715,,0,235,235.0,1.0,1.0,1.0,1,5.4638318050256105,very_high,True,True,True
22379,62700,235,3131,,0,235,235.0,1.0,1.0,1.0,1,5.4638318050256105,very_high,True,True,True
22026,78603,232,3672,,0,232,232.0,1.0,1.0,1.0,1,5.4510384535657,very_high,True,True,True
22756,64468,231,2926,,0,231,231.0,1.0,1.0,1.0,1,5.44673737166631,very_high,True,True,True
24074,517369,230,3644,,0,230,230.0,1.0,1.0,1.0,1,5.442417710521793,very_high,True,True,True
22420,62556,225,2427,,0,225,225.0,1.0,1.0,1.0,1,5.420534999272286,very_high,True,True,True
21999,78122,223,2158,,0,223,223.0,1.0,1.0,1.0,1,5.4116460518550396,very_high,True,True,True
22768,63704,223,3268,,0,223,223.0,1.0,1.0,1.0,1,5.4116460518550396,very_high,True,True,True
23134,66704,223,3254,,0,223,223.0,1.0,1.0,1.0,1,5.4116460518550396,very_high,True,True,True
22839,66209,221,2050,,0,221,221.0,1.0,1.0,1.0,1,5.402677381872279,very_high,True,True,True
22287,61186,220,3159,,0,220,220.0,1.0,1.0,1.0,1,5.3981627015177525,very_high,True,True,True
22831,65207,217,2748,,0,217,217.0,1.0,1.0,1.0,1,5.384495062789089,very_high,True,True,True
22607,62925,216,2607,,0,216,216.0,1.0,1.0,1.0,1,5.37989735354046,very_high,True,True,True
23778,69995,216,3016,,0,216,216.0,1.0,1.0,1.0,1,5.37989735354046,very_high,True,True,True
23410,457449,215,3772,,0,215,215.0,1.0,1.0,1.0,1,5.375278407684165,very_high,True,True,True
22424,62558,214,2491,,0,214,214.0,1.0,1.0,1.0,1,5.3706380281276624,very_high,True,True,True
23464,65586,213,2383,,0,213,213.0,1.0,1.0,1.0,1,5.365976015021851,very_high,True,True,True
23089,66838,209,2540,,0,209,209.0,1.0,1.0,1.0,1,5.3471075307174685,very_high,True,True,True
22436,62864,207,2421,,0,207,207.0,1.0,1.0,1.0,1,5.337538079701318,very_high,True,True,True
22522,63257,203,2228,,0,203,203.0,1.0,1.0,1.0,1,5.318119993844216,very_high,True,True,True
23045,74465,201,3086,,0,201,201.0,1.0,1.0,1.0,1,5.308267697401205,very_high,True,True,True
22985,65703,195,2064,,0,195,195.0,1.0,1.0,1.0,1,5.278114659230517,very_high,True,True,True
23583,66706,194,2459,,0,194,194.0,1.0,1.0,1.0,1,5.272999558563747,very_high,True,True,True
23022,66409,193,2070,,0,193,193.0,1.0,1.0,1.0,1,5.267858159063328,very_high,True,True,True
23080,74339,192,2746,,0,192,192.0,1.0,1.0,1.0,1,5.262690188904886,very_high,True,True,True
23427,68106,190,2152,,0,190,190.0,1.0,1.0,1.0,1,5.25227342804663,very_high,True,True,True
24354,621573,190,3035,,0,190,190.0,1.0,1.0,1.0,1,5.25227342804663,very_high,True,True,True
23645,69100,186,1787,,0,186,186.0,1.0,1.0,1.0,1,5.231108616854587,very_high,True,True,True
24272,52415,186,2913,,0,186,186.0,1.0,1.0,1.0,1,5.231108616854587,very_high,True,True,True
23195,66965,185,1864,,0,185,185.0,1.0,1.0,1.0,1,5.225746673713202,very_high,True,True,True
22963,66715,182,2472,,0,182,182.0,1.0,1.0,1.0,1,5.209486152841421,very_high,True,True,True
23685,69517,181,2554,,0,181,181.0,1.0,1.0,1.0,1,5.204006687076795,very_high,True,True,True
23197,66928,180,2376,,0,180,180.0,1.0,1.0,1.0,1,5.198497031265826,very_high,True,True,True
22956,66606,177,2904,,0,177,177.0,1.0,1.0,1.0,1,5.181783550292085,very_high,True,True,True
22690,64560,173,2513,,0,173,173.0,1.0,1.0,1.0,1,5.159055299214529,very_high,True,True,True
24439,628338,168,2492,,0,168,168.0,1.0,1.0,1.0,1,5.1298987149230735,very_high,True,True,True
22671,64300,165,2779,,0,165,165.0,1.0,1.0,1.0,1,5.111987788356544,very_high,True,True,True
22664,64610,163,1924,,0,163,163.0,1.0,0.9939024390243902,1.0,1,5.068769681313076,very_high,True,True,True
23463,68518,161,1348,,0,161,161.0,1.0,1.0,1.0,1,5.087596335232384,very_high,True,True,True
21400,73136,159,2123,,0,159,159.0,1.0,1.0,1.0,1,5.075173815233827,very_high,True,True,True
23854,50167,159,2485,,0,159,159.0,1.0,1.0,1.0,1,5.075173815233827,very_high,True,True,True
24072,51417,158,2257,,0,158,158.0,1.0,1.0,1.0,1,5.0689042022202315,very_high,True,True,True
22626,60566,157,1119,,0,157,157.0,1.0,1.0,1.0,1,5.062595033026967,very_high,True,True,True
23882,553988,157,2391,,0,157,157.0,1.0,1.0,1.0,1,5.062595033026967,very_high,True,True,True
21708,75151,153,1885,,0,153,153.0,1.0,1.0,1.0,1,5.0369526024136295,very_high,True,True,True
24356,53764,152,1883,,0,152,152.0,1.0,1.0,1.0,1,5.030437921392435,very_high,True,True,True
22719,64346,151,1977,,0,151,151.0,1.0,1.0,1.0,1,5.0238805208462765,very_high,True,True,True
23961,571437,150,2340,,0,150,150.0,1.0,1.0,1.0,1,5.017279836814924,very_high,True,True,True
21945,77243,149,1183,,0,149,149.0,1.0,1.0,1.0,1,5.0106352940962555,very_high,True,True,True
22521,63202,147,1286,,0,147,147.0,1.0,1.0,1.0,1,4.997212273764115,very_high,True,True,True
22853,65898,147,1854,,0,147,147.0,1.0,1.0,1.0,1,4.997212273764115,very_high,True,True,True
24212,52591,146,2598,,0,146,146.0,1.0,1.0,1.0,1,4.990432586778736,very_high,True,True,True
22523,63260,145,1756,,0,145,145.0,1.0,1.0,1.0,1,4.983606621708336,very_high,True,True,True
22950,66657,145,2064,,0,145,145.0,1.0,1.0,1.0,1,4.983606621708336,very_high,True,True,True
23896,50500,145,2123,,0,145,145.0,1.0,1.0,1.0,1,4.983606621708336,very_high,True,True,True
23243,67207,143,1679,,0,143,143.0,1.0,1.0,1.0,1,4.969813299576001,very_high,True,True,True
23602,68912,141,1758,,0,141,141.0,1.0,1.0,1.0,1,4.955827057601261,very_high,True,True,True
23855,50150,140,1806,,0,140,140.0,1.0,1.0,1.0,1,4.948759890378168,very_high,True,True,True
22728,64012,136,680,,0,136,136.0,1.0,1.0,1.0,1,4.919980925828125,very_high,True,True,True
23188,64022,136,1406,,0,136,136.0,1.0,1.0,1.0,1,4.919980925828125,very_high,True,True,True
23759,69813,135,1470,,0,135,135.0,1.0,1.0,1.0,1,4.912654885736052,very_high,True,True,True
21851,76753,131,1654,,0,131,131.0,1.0,1.0,1.0,1,4.882801922586371,very_high,True,True,True
23948,50202,130,1637,,0,130,130.0,1.0,1.0,1.0,1,4.875197323201151,very_high,True,True,True
23349,67504,129,1499,,0,129,129.0,1.0,1.0,1.0,1,4.867534450455582,very_high,True,True,True
23840,69652,129,2209,,0,129,129.0,1.0,1.0,1.0,1,4.867534450455582,very_high,True,True,True
23939,50707,128,1724,,0,128,128.0,1.0,1.0,1.0,1,4.859812404361672,very_high,True,True,True
24270,593647,128,1986,,0,128,128.0,1.0,1.0,1.0,1,4.859812404361672,very_high,True,True,True
24301,546990,128,2127,,0,128,128.0,1.0,1.0,1.0,1,4.859812404361672,very_high,True,True,True
22442,62884,127,1429,,0,127,127.0,1.0,1.0,1.0,1,4.852030263919617,very_high,True,True,True
23244,64266,126,1420,,0,126,126.0,1.0,1.0,1.0,1,4.844187086458591,very_high,True,True,True
23525,64407,126,1096,,0,126,126.0,1.0,1.0,1.0,1,4.844187086458591,very_high,True,True,True
21822,76249,124,1761,,0,124,124.0,1.0,1.0,1.0,1,4.8283137373023015,very_high,True,True,True
22808,64101,124,1594,,0,124,124.0,1.0,1.0,1.0,1,4.8283137373023015,very_high,True,True,True
21143,71752,122,1824,,0,122,122.0,1.0,1.0,1.0,1,4.812184355372417,very_high,True,True,True
22674,63920,122,2073,,0,122,122.0,1.0,1.0,1.0,1,4.812184355372417,very_high,True,True,True
22288,61197,121,1145,,0,121,121.0,1.0,1.0,1.0,1,4.804021044733257,very_high,True,True,True
22695,65132,121,1408,,0,121,121.0,1.0,1.0,1.0,1,4.804021044733257,very_high,True,True,True
22628,63905,120,1180,,0,120,120.0,1.0,1.0,1.0,1,4.795790545596741,very_high,True,True,True
23508,64657,118,1515,,0,118,118.0,1.0,1.0,1.0,1,4.77912349311153,very_high,True,True,True
24098,51203,117,1235,,0,117,117.0,1.0,1.0,1.0,1,4.770684624465665,very_high,True,True,True
23466,68504,115,1142,,0,115,115.0,1.0,1.0,1.0,1,4.7535901911063645,very_high,True,True,True
22345,61208,114,1310,,0,114,114.0,1.0,1.0,1.0,1,4.74493212836325,very_high,True,True,True
22542,63722,114,1409,,0,114,114.0,1.0,1.0,1.0,1,4.74493212836325,very_high,True,True,True
23584,68700,114,1201,,0,114,114.0,1.0,1.0,1.0,1,4.74493212836325,very_high,True,True,True
22969,66707,112,1000,,0,112,112.0,1.0,1.0,1.0,1,4.727387818712341,very_high,True,True,True
23408,62025,112,1075,,0,112,112.0,1.0,1.0,1.0,1,4.727387818712341,very_high,True,True,True
23664,65610,112,1594,,0,112,112.0,1.0,1.0,1.0,1,4.727387818712341,very_high,True,True,True
22809,66112,111,1076,,0,111,111.0,1.0,0.9910714285714286,1.0,1,4.676369417087102,very_high,True,True,True
22771,64115,108,1030,,0,108,108.0,1.0,1.0,1.0,1,4.6913478822291435,very_high,True,True,True
24273,52430,108,1425,,0,108,108.0,1.0,1.0,1.0,1,4.6913478822291435,very_high,True,True,True
23193,66917,107,1024,,0,107,107.0,1.0,1.0,1.0,1,4.68213122712422,very_high,True,True,True
23274,67905,107,1139,,0,107,107.0,1.0,1.0,1.0,1,4.68213122712422,very_high,True,True,True
23430,68110,107,1292,,0,107,107.0,1.0,0.9907407407407407,1.0,1,4.638778160206403,very_high,True,True,True
23776,69992,106,1246,,0,106,106.0,1.0,1.0,1.0,1,4.672828834461906,very_high,True,True,True
22502,78361,105,926,50108.0,1,104,105.0,0.9905660377358491,1.0,1.0,2,4.619444385677047,very_high,True,True,True
22709,64717,105,1098,,0,105,105.0,1.0,1.0,1.0,1,4.663439094112067,very_high,True,True,True
23688,63700,105,1204,,0,105,105.0,1.0,1.0,1.0,1,4.663439094112067,very_high,True,True,True
24040,51551,105,1531,,0,105,105.0,1.0,1.0,1.0,1,4.663439094112067,very_high,True,True,True
21241,72133,104,1090,,0,104,104.0,1.0,1.0,1.0,1,4.653960350157523,very_high,True,True,True
22396,62332,104,1071,,0,104,104.0,1.0,1.0,1.0,1,4.653960350157523,very_high,True,True,True
23606,68904,103,1311,,0,103,103.0,1.0,1.0,1.0,1,4.6443908991413725,very_high,True,True,True
23940,50709,103,1055,,0,103,103.0,1.0,1.0,1.0,1,4.6443908991413725,very_high,True,True,True
24010,51100,103,1130,,0,103,103.0,1.0,1.0,1.0,1,4.6443908991413725,very_high,True,True,True
23865,657733,102,1686,,0,102,102.0,1.0,1.0,1.0,1,4.634728988229636,very_high,True,True,True
21947,77248,100,1009,,0,100,100.0,1.0,1.0,1.0,1,4.61512051684126,very_high,True,True,True
23298,67644,100,1010,,0,100,100.0,1.0,1.0,1.0,1,4.61512051684126,very_high,True,True,True
23911,50820,100,1149,,0,100,100.0,1.0,1.0,1.0,1,4.61512051684126,very_high,True,True,True
22882,64340,98,1247,,0,98,98.0,1.0,1.0,1.0,1,4.59511985013459,very_high,True,True,True
22016,78217,97,731,,0,97,97.0,1.0,1.0,1.0,1,4.584967478670572,very_high,True,True,True
24466,669008,97,1580,,0,97,97.0,1.0,1.0,1.0,1,4.584967478670572,very_high,True,True,True
24372,53554,95,1233,,0,95,95.0,1.0,1.0,1.0,1,4.564348191467836,very_high,True,True,True
22006,78813,94,1114,,0,94,94.0,1.0,1.0,1.0,1,4.553876891600541,very_high,True,True,True
23549,68868,94,1088,,0,94,94.0,1.0,1.0,1.0,1,4.553876891600541,very_high,True,True,True
21693,75808,93,1032,,0,93,93.0,1.0,0.9893617021276596,1.0,1,4.494961859054365,very_high,True,True,True
23698,69766,93,993,,0,93,93.0,1.0,1.0,1.0,1,4.543294782270004,very_high,True,True,True
22332,61700,92,1003,,0,92,92.0,1.0,1.0,1.0,1,4.532599493153256,very_high,True,True,True
23143,66864,92,731,,0,92,92.0,1.0,1.0,1.0,1,4.532599493153256,very_high,True,True,True
23367,67449,92,888,,0,92,92.0,1.0,1.0,1.0,1,4.532599493153256,very_high,True,True,True
23452,68305,92,1031,,0,92,92.0,1.0,1.0,1.0,1,4.532599493153256,very_high,True,True,True
23735,69238,92,863,,0,92,92.0,1.0,1.0,1.0,1,4.532599493153256,very_high,True,True,True
24264,52605,91,1526,,0,91,91.0,1.0,1.0,1.0,1,4.5217885770490405,very_high,True,True,True
22811,66113,90,948,,0,90,90.0,1.0,0.989010989010989,1.0,1,4.4612896218298514,very_high,True,True,True
23724,69418,90,817,,0,90,90.0,1.0,1.0,1.0,1,4.51085950651685,very_high,True,True,True
24510,571602,90,1433,,0,90,90.0,1.0,1.0,1.0,1,4.51085950651685,very_high,True,True,True
22775,65399,88,1072,,0,88,88.0,1.0,1.0,1.0,1,4.48863636973214,very_high,True,True,True
23321,61869,88,915,,0,88,88.0,1.0,1.0,1.0,1,4.48863636973214,very_high,True,True,True
23859,50108,88,1112,,0,88,88.0,1.0,0.9887640449438202,1.0,1,4.438202253218296,very_high,True,True,True
21600,74729,87,992,,0,87,87.0,1.0,1.0,1.0,1,4.477336814478207,very_high,True,True,True
24526,622682,87,1449,,0,87,87.0,1.0,0.9886363636363636,1.0,1,4.426457987040955,very_high,True,True,True
23681,69508,86,764,,0,86,86.0,1.0,1.0,1.0,1,4.465908118654584,very_high,True,True,True
21461,73306,85,854,,0,85,85.0,1.0,1.0,1.0,1,4.454347296253507,very_high,True,True,True
24326,641829,85,1531,,0,85,85.0,1.0,1.0,1.0,1,4.454347296253507,very_high,True,True,True
23625,543742,83,1431,,0,83,83.0,1.0,1.0,1.0,1,4.430816798843313,very_high,True,True,True
22021,78629,82,1222,,0,82,82.0,1.0,1.0,1.0,1,4.418840607796598,very_high,True,True,True
23404,573131,82,1450,,0,82,82.0,1.0,1.0,1.0,1,4.418840607796598,very_high,True,True,True
23626,63440,82,718,,0,82,82.0,1.0,1.0,1.0,1,4.418840607796598,very_high,True,True,True
24545,666632,82,1360,,0,82,82.0,1.0,1.0,1.0,1,4.418840607796598,very_high,True,True,True
23938,50704,81,925,,0,81,81.0,1.0,1.0,1.0,1,4.406719247264253,very_high,True,True,True
22394,62356,80,907,,0,80,80.0,1.0,1.0,1.0,1,4.394449154672439,very_high,True,True,True
22432,62265,80,1097,,0,80,80.0,1.0,1.0,1.0,1,4.394449154672439,very_high,True,True,True
22819,66162,80,1054,,0,80,80.0,1.0,1.0,1.0,1,4.394449154672439,very_high,True,True,True
24207,605361,80,1254,,0,80,80.0,1.0,1.0,1.0,1,4.394449154672439,very_high,True,True,True
23442,68346,79,947,,0,79,79.0,1.0,1.0,1.0,1,4.382026634673881,very_high,True,True,True
23552,68205,78,781,,0,78,78.0,1.0,1.0,1.0,1,4.3694478524670215,very_high,True,True,True
23757,69306,77,731,,0,77,77.0,1.0,1.0,1.0,1,4.356708826689592,very_high,True,True,True
23949,50293,77,872,54216.0,1,76,77.0,0.9871794871794872,1.0,1.0,2,4.300853585321777,very_high,True,True,True
23990,50054,77,858,,0,77,77.0,1.0,1.0,1.0,1,4.356708826689592,very_high,True,True,True
23641,69105,76,1009,68110.0,1,75,76.0,0.987012987012987,1.0,1.0,2,4.287392364427013,very_high,True,True,True
24341,670351,76,1151,,0,76,76.0,1.0,1.0,1.0,1,4.343805421853684,very_high,True,True,True
21448,73209,75,854,,0,75,75.0,1.0,1.0,1.0,1,4.330733340286331,very_high,True,True,True
21980,77463,75,762,,0,75,75.0,1.0,1.0,1.0,1,4.330733340286331,very_high,True,True,True
22144,79334,75,1166,,0,75,75.0,1.0,1.0,1.0,1,4.330733340286331,very_high,True,True,True
24050,51868,75,985,,0,75,75.0,1.0,1.0,1.0,1,4.330733340286331,very_high,True,True,True
24548,54795,75,967,,0,75,75.0,1.0,1.0,1.0,1,4.330733340286331,very_high,True,True,True
24007,608365,74,1110,,0,74,74.0,1.0,1.0,1.0,1,4.31748811353631,very_high,True,True,True
22208,60343,73,593,,0,73,73.0,1.0,0.9864864864864865,1.0,1,4.245902051404114,very_high,True,True,True
22333,61743,73,600,,0,73,73.0,1.0,1.0,1.0,1,4.30406509320417,very_high,True,True,True
22353,61566,73,660,,0,73,73.0,1.0,1.0,1.0,1,4.30406509320417,very_high,True,True,True
22781,65506,73,748,,0,73,73.0,1.0,1.0,1.0,1,4.30406509320417,very_high,True,True,True
24041,51528,73,669,,0,73,73.0,1.0,1.0,1.0,1,4.30406509320417,very_high,True,True,True
22697,65115,72,800,,0,72,72.0,1.0,1.0,1.0,1,4.290459441148391,very_high,True,True,True
23718,69442,71,639,64793.0,1,70,71.0,0.9861111111111112,1.0,1.0,2,4.217267978474166,very_high,True,True,True
22682,61554,70,823,,0,70,70.0,1.0,1.0,1.0,1,4.2626798770413155,very_high,True,True,True
23405,66406,70,576,,0,70,70.0,1.0,1.0,1.0,1,4.2626798770413155,very_high,True,True,True
22749,65653,69,781,,0,69,69.0,1.0,1.0,1.0,1,4.248495242049359,very_high,True,True,True
24251,643565,69,1173,,0,69,69.0,1.0,1.0,1.0,1,4.248495242049359,very_high,True,True,True
24342,53144,69,834,,0,69,69.0,1.0,1.0,1.0,1,4.248495242049359,very_high,True,True,True
22576,63450,68,625,,0,68,68.0,1.0,1.0,1.0,1,4.23410650459726,very_high,True,True,True
23407,67005,68,600,64868.0,1,67,68.0,0.9855072463768116,1.0,1.0,2,4.172742642211793,very_high,True,True,True
23034,64906,67,592,,0,67,67.0,1.0,1.0,1.0,1,4.219507705176107,very_high,True,True,True
22928,66614,66,639,,0,66,66.0,1.0,1.0,1.0,1,4.204692619390966,very_high,True,True,True
23978,50357,66,734,,0,66,66.0,1.0,1.0,1.0,1,4.204692619390966,very_high,True,True,True
24194,624577,65,1073,,0,65,65.0,1.0,1.0,1.0,1,4.189654742026425,very_high,True,True,True
22986,66702,64,524,66710.0,1,63,64.0,0.9846153846153847,1.0,1.0,2,4.110165927281858,very_high,True,True,True
23526,68463,64,726,,0,64,64.0,1.0,1.0,1.0,1,4.174387269895637,very_high,True,True,True
23669,65515,64,757,,0,64,64.0,1.0,1.0,1.0,1,4.174387269895637,very_high,True,True,True
23970,50902,64,424,,0,64,64.0,1.0,1.0,1.0,1,4.174387269895637,very_high,True,True,True
23444,68362,63,784,,0,63,63.0,1.0,1.0,1.0,1,4.1588830833596715,very_high,True,True,True
24054,51865,62,526,,0,62,62.0,1.0,1.0,1.0,1,4.143134726391533,very_high,True,True,True
24398,53312,62,785,,0,62,62.0,1.0,1.0,1.0,1,4.143134726391533,very_high,True,True,True
23691,69727,61,719,,0,61,61.0,1.0,1.0,1.0,1,4.127134385045092,very_high,True,True,True
