pitcher_id,pitcher_trackman_id,exact_game_count,second_tm_id,second_exact_games,margin,ratio,n_candidates
24185,52397,78,63543.0,4,74,19.5,88
23206,66920,77,62869.0,2,75,38.5,22
22867,66305,77,67119.0,3,74,25.666666666666668,89
22595,62920,77,67266.0,3,74,25.666666666666668,85
23852,50126,77,51454.0,1,76,77.0,5
23334,67737,76,64047.0,3,73,25.333333333333332,80
24222,656212,76,,0,76,inf,1
23565,68200,75,75421.0,3,72,25.0,47
23105,64861,75,63464.0,2,73,37.5,35
23644,69113,74,64596.0,2,72,37.0,45
23932,50726,73,50360.0,3,70,24.333333333333332,42
24078,51994,73,52330.0,3,70,24.333333333333332,76
21279,72447,73,75340.0,3,70,24.333333333333332,40
23030,66451,72,79545.0,3,69,24.0,59
23429,68109,72,51897.0,3,69,24.0,48
22478,63103,72,76118.0,3,69,24.0,65
22180,79293,72,62242.0,3,69,24.0,60
23421,68130,72,61666.0,2,70,36.0,33
23110,62056,72,67421.0,2,70,36.0,68
23643,69111,70,76650.0,4,66,17.5,83
22015,78247,69,60559.0,3,66,23.0,103
23638,69168,68,52994.0,1,67,68.0,19
23101,64896,68,65707.0,3,65,22.666666666666668,77
23496,63628,67,72523.0,5,62,13.4,105
21961,77637,67,,0,67,inf,1
24300,605138,65,,0,65,inf,1
24178,52330,64,51994.0,4,60,16.0,67
23284,67365,64,63464.0,5,59,12.8,68
22280,61156,63,63512.0,2,61,31.5,52
23035,65933,63,76430.0,1,62,63.0,3
21830,76858,61,63959.0,2,59,30.5,64
22123,79825,61,76430.0,3,58,20.333333333333332,55
24265,52639,60,68900.0,5,55,12.0,116
23229,67143,60,54063.0,1,59,60.0,2
24355,53754,59,61895.0,4,55,14.75,54
23257,67954,59,50360.0,2,57,29.5,52
23232,67164,59,62146.0,3,56,19.666666666666668,76
23748,69399,59,63959.0,4,55,14.75,56
23902,65411,58,61268.0,2,56,29.0,49
23772,69974,58,60559.0,2,56,29.0,50
23695,69745,58,65062.0,2,56,29.0,33
22131,79229,58,,0,58,inf,1
24086,51359,57,64759.0,2,55,28.5,37
22795,67122,57,51454.0,3,54,19.0,92
22734,65058,57,63248.0,2,55,28.5,51
23617,68249,57,60181.0,2,55,28.5,20
23504,68619,57,68900.0,5,52,11.4,76
23761,69839,56,65496.0,3,53,18.666666666666668,36
23953,50203,56,61895.0,3,53,18.666666666666668,62
23455,68556,56,65060.0,2,54,28.0,44
23860,50109,56,53301.0,2,54,28.0,26
20700,99445,55,72523.0,4,51,13.75,54
22234,60845,55,60768.0,4,51,13.75,60
23749,69360,54,53892.0,2,52,27.0,38
24410,642558,54,,0,54,inf,1
23411,502010,54,,0,54,inf,1
23694,599683,54,,0,54,inf,1
24240,52701,53,66305.0,2,51,26.5,11
23737,69205,53,65060.0,3,50,17.666666666666668,55
21699,75138,53,64893.0,3,50,17.666666666666668,66
24319,53996,52,54105.0,2,50,26.0,24
23628,61295,51,61156.0,2,49,25.5,46
22596,62937,51,61962.0,2,49,25.5,45
24205,52903,51,76329.0,3,48,17.0,66
22541,63749,51,68900.0,3,48,17.0,52
22505,63348,51,60140.0,2,49,25.5,61
24305,570240,51,,0,51,inf,1
23475,68036,51,65949.0,3,48,17.0,54
23731,69213,51,50360.0,2,49,25.5,58
22261,60181,50,51104.0,2,48,25.0,75
23422,68135,49,,0,49,inf,1
24527,54263,49,63464.0,5,44,9.8,54
22851,76350,49,62528.0,2,47,24.5,35
23090,73248,49,60339.0,3,46,16.333333333333332,44
22666,64760,49,65060.0,2,47,24.5,37
22309,61456,48,74857.0,3,45,16.0,33
24485,54149,47,69204.0,2,45,23.5,41
22925,64718,47,63950.0,2,45,23.5,30
24053,521655,46,,0,46,inf,1
21795,76455,46,592644.0,1,45,46.0,2
22731,65057,46,61457.0,2,44,23.0,49
22911,75321,46,69813.0,3,43,15.333333333333334,37
24099,51230,45,50705.0,1,44,45.0,5
24209,52530,44,67246.0,2,42,22.0,33
23676,69594,44,65117.0,2,42,22.0,32
23568,68703,44,60768.0,1,43,44.0,19
23982,50393,44,65665.0,2,42,22.0,70
24447,53898,43,52397.0,1,42,43.0,10
24283,544150,43,,0,43,inf,1
23462,68501,43,50464.0,1,42,43.0,28
24076,51948,42,50662.0,1,41,42.0,12
23696,518445,42,,0,42,inf,1
24465,658792,42,,0,42,inf,1
24164,592644,42,,0,42,inf,1
24392,53609,41,77263.0,4,37,10.25,76
23871,50464,41,51594.0,1,40,41.0,13
23636,69158,41,60339.0,2,39,20.5,52
23094,66859,41,60339.0,2,39,20.5,36
23137,65398,41,78352.0,2,39,20.5,38
24020,51143,41,65769.0,1,40,41.0,2
24042,51594,40,62655.0,3,37,13.333333333333334,30
24460,606273,40,,0,40,inf,1
24028,51097,40,50393.0,2,38,20.0,30
24018,51111,40,50705.0,1,39,40.0,19
23930,50720,40,51058.0,1,39,40.0,9
23258,67956,40,63950.0,2,38,20.0,30
24183,52395,39,63749.0,3,36,13.0,27
23362,67443,39,50705.0,2,37,19.5,42
23293,67646,38,50592.0,2,36,19.0,67
23554,63292,38,50556.0,1,37,38.0,10
24115,51648,38,,0,38,inf,1
23564,68269,38,63248.0,2,36,19.0,28
23650,69620,38,50393.0,3,35,12.666666666666666,35
22964,66741,37,63543.0,2,35,18.5,32
24310,663399,37,,0,37,inf,1
23869,50441,37,51895.0,1,36,37.0,7
24157,52119,36,76329.0,2,34,18.0,44
23689,64554,36,60146.0,1,35,36.0,23
24043,575070,36,61643.0,1,35,36.0,7
23005,66492,36,67956.0,2,34,18.0,27
24211,52558,36,75867.0,2,34,18.0,33
23703,69703,35,65062.0,2,33,17.5,34
24544,54729,34,50904.0,2,32,17.0,30
23972,50904,34,50556.0,2,32,17.0,38
23849,594902,34,,0,34,inf,1
23154,64029,34,68830.0,2,32,17.0,37
23771,69969,34,51594.0,2,32,17.0,35
23747,69328,34,60140.0,2,32,17.0,42
23790,69068,34,51546.0,2,32,17.0,32
23991,50036,34,61895.0,3,31,11.333333333333334,29
22622,63914,33,68341.0,2,31,16.5,25
23697,69762,33,65067.0,1,32,33.0,7
24488,54105,33,53139.0,2,31,16.5,27
23870,50449,32,50556.0,1,31,32.0,6
24088,51393,32,51586.0,2,30,16.0,55
24085,641149,32,,0,32,inf,1
20938,70425,31,63543.0,3,28,10.333333333333334,29
24573,54368,31,63959.0,3,28,10.333333333333334,38
23513,68415,31,78536.0,2,29,15.5,25
21874,76355,31,60768.0,1,30,31.0,15
24109,664641,31,,0,31,inf,1
24059,51809,31,65643.0,3,28,10.333333333333334,48
22099,79130,31,60140.0,2,29,15.5,29
23567,68797,31,52204.0,2,29,15.5,28
24459,645307,30,,0,30,inf,1
23653,69645,30,60336.0,3,27,10.0,45
22335,61214,30,63950.0,2,28,15.0,26
23863,50114,30,50710.0,3,27,10.0,38
21549,74454,30,,0,30,inf,1
24140,543001,30,,0,30,inf,1
23640,69104,29,66557.0,2,27,14.5,33
23336,67711,29,74359.0,2,27,14.5,29
23260,67962,29,50662.0,2,27,14.5,42
23904,50812,29,76118.0,2,27,14.5,20
24013,51110,29,66557.0,2,27,14.5,17
24469,54561,29,64596.0,2,27,14.5,36
24570,646241,28,,0,28,inf,1
23977,50354,28,75867.0,2,26,14.0,14
23858,50107,28,50211.0,1,27,28.0,28
24044,51526,28,51713.0,2,26,14.0,32
24193,621169,28,65048.0,2,26,14.0,10
24133,51761,28,50563.0,1,27,28.0,12
23157,66047,28,51897.0,1,27,28.0,21
23415,458676,28,,0,28,inf,1
21978,77591,28,61268.0,1,27,28.0,15
24483,608650,28,,0,28,inf,1
24329,53262,27,50206.0,1,26,27.0,9
23751,69367,27,51097.0,1,26,27.0,15
24327,607200,27,,0,27,inf,1
22007,78819,27,66018.0,2,25,13.5,40
23915,592468,27,,0,27,inf,1
23054,65964,27,51761.0,1,26,27.0,21
23532,68830,26,77263.0,2,24,13.0,21
23534,68815,26,,0,26,inf,1
22136,79440,26,76430.0,2,24,13.0,21
23962,605541,26,,0,26,inf,1
23914,620982,26,,0,26,inf,1
24541,657756,26,,0,26,inf,1
24604,547943,26,,0,26,inf,1
23684,69516,26,50705.0,1,25,26.0,18
24237,476594,26,,0,26,inf,1
22703,548384,25,,0,25,inf,1
23574,68701,25,60146.0,1,24,25.0,16
23758,621245,25,,0,25,inf,1
24011,51154,25,50036.0,1,24,25.0,13
24509,606996,24,,0,24,inf,1
23500,68659,24,75421.0,3,21,8.0,36
22901,65522,24,51897.0,1,23,24.0,13
23963,50992,24,50036.0,1,23,24.0,11
24440,668948,24,,0,24,inf,1
23898,592716,24,,0,24,inf,1
23736,69204,23,51897.0,2,21,11.5,25
24286,52641,23,52902.0,1,22,23.0,4
22776,65042,23,69208.0,2,21,11.5,28
22220,60634,23,76858.0,3,20,7.666666666666667,47
24540,660593,23,,0,23,inf,1
21595,74630,23,61457.0,2,21,11.5,14
22926,66557,23,63342.0,2,21,11.5,22
24619,623454,23,,0,23,inf,1
24546,54768,23,54350.0,2,21,11.5,14
24021,605498,22,,0,22,inf,1
24166,52873,22,62528.0,2,20,11.0,15
23122,64759,22,79358.0,2,20,11.0,17
22473,63138,22,61895.0,3,19,7.333333333333333,18
23314,67863,21,60559.0,1,20,21.0,14
23783,69047,21,50430.0,1,20,21.0,23
24152,52149,21,,0,21,inf,1
23458,68529,21,51594.0,1,20,21.0,4
24411,53455,20,51097.0,1,19,20.0,5
22110,79617,20,50705.0,1,19,20.0,25
23954,50205,20,50662.0,1,19,20.0,9
22233,60757,20,61295.0,1,19,20.0,18
24110,621141,20,,0,20,inf,1
24607,54063,20,65062.0,1,19,20.0,5
23361,67467,19,74359.0,2,17,9.5,24
23713,69413,19,,0,19,inf,1
23204,573348,19,60337.0,1,18,19.0,15
24401,53301,19,50904.0,2,17,9.5,20
23557,68240,19,,0,19,inf,1
23383,67048,19,54105.0,1,18,19.0,9
24571,54362,19,54263.0,2,17,9.5,24
23916,543193,19,,0,19,inf,1
23944,623167,19,,0,19,inf,1
24389,53613,19,,0,19,inf,1
24623,642545,18,,0,18,inf,1
22785,65392,18,60337.0,1,17,18.0,6
22932,66630,18,62528.0,2,16,9.0,49
23955,50206,18,61895.0,2,16,9.0,9
23082,77563,18,60337.0,1,17,18.0,20
21733,75250,18,60768.0,1,17,18.0,14
21754,75258,18,60140.0,1,17,18.0,6
22615,62966,18,64893.0,2,16,9.0,18
23158,66068,18,50441.0,1,17,18.0,20
24423,642203,17,,0,17,inf,1
24508,641447,17,,0,17,inf,1
24328,53259,17,51546.0,1,16,17.0,4
23651,545363,17,,0,17,inf,1
24343,53164,17,53006.0,1,16,17.0,5
24482,54537,17,51594.0,1,16,17.0,8
23294,67640,17,63765.0,3,14,5.666666666666667,31
24169,52868,17,52119.0,1,16,17.0,4
24223,642098,17,,0,17,inf,1
23717,69435,17,,0,17,inf,1
24568,54319,17,54362.0,1,16,17.0,4
24012,51163,17,50298.0,1,16,17.0,9
23556,61962,17,64893.0,2,15,8.5,22
24487,54104,16,78352.0,2,14,8.0,20
23917,605156,16,,0,16,inf,1
23177,66201,16,50106.0,1,15,16.0,17
24484,683412,16,50109.0,1,15,16.0,10
23654,69646,16,78352.0,3,13,5.333333333333333,15
24376,53594,16,69839.0,2,14,8.0,17
23560,68260,16,52204.0,1,15,16.0,12
22321,61329,16,61411.0,2,14,8.0,12
23332,67762,16,61268.0,1,15,16.0,5
23151,66064,15,67266.0,2,13,7.5,17
24626,680802,15,,0,15,inf,1
22458,464400,15,,0,15,inf,1
24560,664942,15,,0,15,inf,1
23933,50710,15,77263.0,2,13,7.5,15
23942,50706,15,61895.0,1,14,15.0,5
24026,51058,15,50904.0,1,14,15.0,7
24047,51546,15,60559.0,2,13,7.5,29
23331,67768,14,60336.0,1,13,14.0,5
22487,63111,14,,0,14,inf,1
22597,62929,14,75867.0,2,12,7.0,17
22640,64155,14,61457.0,1,13,14.0,5
23951,50296,14,76118.0,2,12,7.0,8
23139,66801,14,50705.0,2,12,7.0,29
23236,67259,14,61700.0,1,13,14.0,12
23648,66663,14,50203.0,1,13,14.0,26
23655,69656,14,,0,14,inf,1
24051,51867,14,51104.0,1,13,14.0,4
23952,50298,14,61895.0,2,12,7.0,8
23024,66493,14,50812.0,1,13,14.0,20
22978,74167,13,68409.0,1,12,13.0,6
23934,50711,13,63959.0,2,11,6.5,11
23487,68096,13,50662.0,1,12,13.0,14
24161,52123,13,62360.0,2,11,6.5,18
24147,543208,13,,0,13,inf,1
22933,66660,13,50705.0,2,11,6.5,18
22869,61396,13,50812.0,1,12,13.0,8
24241,52731,13,50106.0,1,12,13.0,9
22428,62263,13,50705.0,1,12,13.0,12
24399,53300,12,51301.0,1,11,12.0,8
24334,53298,12,50705.0,1,11,12.0,16
23766,69934,12,,0,12,inf,1
24179,52394,12,53897.0,1,11,12.0,11
22784,65696,12,50411.0,1,11,12.0,23
24146,543557,12,,0,12,inf,1
24197,52994,12,52123.0,1,11,12.0,15
24153,52140,12,51713.0,2,10,6.0,18
23342,67591,12,60337.0,1,11,12.0,5
23097,65844,12,51060.0,1,11,12.0,23
24113,51202,12,50106.0,1,11,12.0,24
24461,641855,12,,0,12,inf,1
24512,54900,12,69994.0,1,11,12.0,2
24434,53006,12,50360.0,1,11,12.0,10
24306,623381,12,,0,12,inf,1
23150,63104,11,73738.0,2,9,5.5,10
23868,50430,11,50710.0,1,10,11.0,4
22742,65067,11,62929.0,1,10,11.0,7
24622,54843,11,,0,11,inf,1
24239,467100,11,,0,11,inf,1
24303,606162,11,,0,11,inf,1
23673,69550,11,,0,11,inf,1
24467,668684,11,,0,11,inf,1
21095,71118,11,60339.0,2,9,5.5,24
23428,68107,11,63765.0,2,9,5.5,27
23366,67454,10,51454.0,2,8,5.0,16
24627,666364,10,,0,10,inf,1
24608,54064,10,51713.0,1,9,10.0,6
23985,50397,10,50556.0,1,9,10.0,19
24039,51586,10,50662.0,1,9,10.0,11
24277,52460,10,61643.0,1,9,10.0,13
23385,67045,10,64565.0,1,9,10.0,3
24515,54903,10,65062.0,2,8,5.0,13
23423,68157,10,77318.0,2,8,5.0,4
24307,596049,10,,0,10,inf,1
24537,54404,10,50710.0,1,9,10.0,14
24269,543594,10,,0,10,inf,1
23743,69211,10,53297.0,1,9,10.0,4
24118,51668,10,50157.0,1,9,10.0,22
23779,69996,10,61295.0,1,9,10.0,6
22539,63730,10,61411.0,1,9,10.0,6
22870,65348,10,65949.0,2,8,5.0,17
21415,73750,9,63894.0,1,8,9.0,5
23596,63936,9,50036.0,1,8,9.0,9
23599,68910,9,61411.0,1,8,9.0,13
22029,78366,9,67119.0,1,8,9.0,6
23145,66858,9,54350.0,1,8,9.0,7
23762,65897,9,67119.0,2,7,4.5,7
23182,62294,9,50563.0,1,8,9.0,9
23738,69206,9,67421.0,2,7,4.5,18
23843,543184,9,,0,9,inf,1
24117,51665,9,51058.0,1,8,9.0,23
24126,596043,9,,0,9,inf,1
24064,51460,9,52809.0,1,8,9.0,8
24102,51294,9,50206.0,1,8,9.0,6
23872,50411,9,52006.0,1,8,9.0,7
23947,50262,9,62655.0,1,8,9.0,10
22923,65509,9,61156.0,2,7,4.5,10
24579,54304,9,51546.0,1,8,9.0,12
24629,622694,8,68269.0,1,7,8.0,2
23931,50758,8,51301.0,1,7,8.0,7
22810,62918,8,,0,8,inf,1
23498,64615,8,61643.0,1,7,8.0,4
22960,66705,8,67828.0,2,6,4.0,7
23887,50563,8,51110.0,1,7,8.0,8
24388,641312,8,,0,8,inf,1
24373,53562,8,50705.0,1,7,8.0,14
24313,571616,8,,0,8,inf,1
24154,52163,8,68900.0,2,6,4.0,19
23764,69893,8,50904.0,1,7,8.0,6
24167,52844,8,50992.0,1,7,8.0,3
24424,676641,8,,0,8,inf,1
24387,658431,7,,0,7,inf,1
23909,50813,7,65042.0,1,6,7.0,3
23966,50901,7,50812.0,2,5,3.5,14
24531,54213,7,66291.0,2,5,3.5,12
23461,68589,7,61895.0,1,6,7.0,6
23699,69767,7,64051.0,1,6,7.0,5
23343,67588,7,62966.0,1,6,7.0,2
24314,53919,7,,0,7,inf,1
23964,50995,7,62146.0,1,6,7.0,3
23850,69098,7,60146.0,1,6,7.0,8
23856,50105,7,50556.0,1,6,7.0,5
24112,51204,7,51668.0,1,6,7.0,3
23727,68207,7,50556.0,1,6,7.0,14
23535,68801,7,,0,7,inf,1
23286,67360,6,50726.0,1,5,6.0,6
24248,52715,6,67954.0,1,5,6.0,2
23775,69991,6,50360.0,1,5,6.0,6
24377,53560,6,63464.0,2,4,3.0,15
24226,52295,6,,0,6,inf,1
23360,64464,6,67421.0,1,5,6.0,2
23690,63791,6,62360.0,1,5,6.0,6
23680,69507,6,51713.0,1,5,6.0,10
22414,62463,6,63464.0,1,5,6.0,5
24271,657122,6,,0,6,inf,1
23384,67066,6,69111.0,1,5,6.0,2
23538,68848,6,60140.0,1,5,6.0,7
24525,54913,6,50206.0,1,5,6.0,10
23886,50592,6,54667.0,1,5,6.0,6
22821,66160,6,60768.0,1,5,6.0,7
24452,53809,6,50812.0,1,5,6.0,4
24494,667498,6,,0,6,inf,1
24017,51109,6,73211.0,2,4,3.0,7
24398,53312,6,50354.0,1,5,6.0,7
24486,54103,6,51460.0,1,5,6.0,5
24463,532936,6,,0,6,inf,1
24412,53469,6,62655.0,1,5,6.0,6
24027,51060,6,65844.0,1,5,6.0,4
23488,68097,6,51546.0,1,5,6.0,5
21178,71845,6,76430.0,3,3,2.0,11
24572,54363,6,60336.0,1,5,6.0,4
24502,54807,6,50662.0,1,5,6.0,12
24516,54904,6,51097.0,1,5,6.0,9
24624,682027,5,,0,5,inf,1
24580,54350,5,51897.0,1,4,5.0,6
24425,53029,5,50992.0,1,4,5.0,7
24173,52809,5,,0,5,inf,1
23867,69801,5,,0,5,inf,1
24369,53711,5,61156.0,1,4,5.0,3
21588,74748,5,61411.0,1,4,5.0,13
24499,54803,5,51526.0,1,4,5.0,5
24317,53973,5,,0,5,inf,1
21571,74838,5,61268.0,1,4,5.0,10
24165,52867,5,50812.0,1,4,5.0,17
24349,53102,5,51994.0,1,4,5.0,8
23600,65937,5,61268.0,1,4,5.0,9
23866,69803,5,51994.0,1,4,5.0,5
22722,64041,5,50206.0,1,4,5.0,3
23499,65618,5,61643.0,1,4,5.0,10
23053,65064,5,64995.0,1,4,5.0,3
23895,50596,5,50556.0,1,4,5.0,10
24268,52661,4,50106.0,1,3,4.0,5
24346,53101,4,52558.0,1,3,4.0,6
24339,53202,4,65496.0,1,3,4.0,3
23959,50211,4,,0,4,inf,1
23968,50905,4,,0,4,inf,1
24052,592499,4,,0,4,inf,1
24069,51408,4,51713.0,1,3,4.0,4
22904,66556,4,,0,4,inf,1
22915,72862,4,,0,4,inf,1
23936,50712,4,61895.0,1,3,4.0,5
23479,68067,4,51586.0,1,3,4.0,4
23927,50650,4,61268.0,1,3,4.0,3
23240,67260,4,50203.0,1,3,4.0,6
24577,54302,4,,0,4,inf,1
23519,68413,4,,0,4,inf,1
21587,74731,4,50592.0,1,3,4.0,4
23514,68454,4,50641.0,1,3,4.0,4
23721,69404,4,61268.0,1,3,4.0,5
24253,52063,4,,0,4,inf,1
23740,69208,4,62951.0,1,3,4.0,4
